name_ko,name_en,tasting_note,roasting,process,variety,altitude,washing_station,region,release_ym,category,no,sensory_narrative
에티오피아 단비 우도,ETHIOPIA DANBI UDDO,"살구, 라벤더",,워시드,,,,,2017년 8월,싱글오리진,132.0,"이 커피에서는 살구가 먼저 맑게 피어나고, 이어 라벤더가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
에티오피아 하로 소레사,ETHIOPIA HARO SORESA,"딸기잼, 비스킷",,내추럴,,,,,2017년 9월,싱글오리진,134.0,"이 커피에서는 딸기잼이 먼저 맑게 피어나고, 이어 비스킷이 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
과테말라 엘 리모나르,GUATEMALA EL LIMONAR,"볶은 땅콩, 건크랜베리",,워시드,,,,,2017년 9월,싱글오리진,135.0,"이 커피에서는 볶은 땅콩이 먼저 맑게 피어나고, 이어 건크랜베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
케냐 이차마마,KENYA ICHAMAMA,"망고, 달고나",,워시드,,,,,2017년 10월,싱글오리진,137.0,"이 커피에서는 망고가 먼저 맑게 피어나고, 이어 달고나가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
에티오피아 게뎁,ETHIOPIA GEDEB,"블루베리, 자몽주스",미디엄,내추럴,,,,,2017년 10월,싱글오리진,136.0,"이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 자몽주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
코스타리카 수마바 데 루르데스,COSTA RICA SUMAVA DE LOURDES,"대추, 구운 보리",미디엄,레드 허니,,,,,2017년 11월,싱글오리진,139.0,"이 커피에서는 대추가 먼저 맑게 피어나고, 이어 구운 보리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 케르차,ETHIOPIA KERCHA,"복숭아, 사과젤리",미디엄,워시드,,,,,2017년 11월,싱글오리진,138.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 사과젤리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 와추리,AB,"졸인 사과, 시럽",미디엄,워시드,,,,,2017년 12월,싱글오리진,140.0,"이 커피에서는 졸인 사과가 먼저 맑게 피어나고, 이어 시럽이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 와추리,AA,"블랙체리, 캐러멜",미디엄,워시드,,,,,2017년 12월,싱글오리진,141.0,"이 커피에서는 블랙체리가 먼저 맑게 피어나고, 이어 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
인도 아라쿠,INDIA ARAKU,"캐슈넛, 말린 귤, 향신료",,워시드,,,,,2016년 1월,싱글오리진,95.0,"이 커피에서는 캐슈넛이 먼저 맑게 피어나고, 이어 말린 귤이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 향신료를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
온두라스 인테그랄 엘 시프레스,HONDURAS INTEGRAL EL CIPRES,"황도, 블랙베리, 석류",,워시드,,,,,2016년 1월,싱글오리진,94.0,"이 커피에서는 황도가 먼저 맑게 피어나고, 이어 블랙베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 석류를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
인도네시아 토알코 자야,INDONESIA TOARCO JAYA,"다크초콜릿, 구운 보리, 민트",,워시드,,,,,2016년 2월,싱글오리진,97.0,"이 커피에서는 다크초콜릿이 먼저 맑게 피어나고, 이어 구운 보리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 민트를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
온두라스 바나네로스,HONDURAS BANANEROS,"화이트와인, 라임, 청사과",,워시드,,,,,2016년 2월,싱글오리진,96.0,"이 커피에서는 화이트와인이 먼저 맑게 피어나고, 이어 라임이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 청사과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
코스타리카 라 아마다,COSTA RICA LA AMADA,"호두, 조청, 귤피",,허니,,,,,2016년 3월,싱글오리진,99.0,"이 커피에서는 호두가 먼저 맑게 피어나고, 이어 조청이 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 귤피를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 예가체프 코체레 하마,ETHIOPIA YIRGACHEFFE KOCHERE HAMA,"유자청, 아카시아, 베르가못",,워시드,,,,,2016년 3월,싱글오리진,98.0,"이 커피에서는 유자청이 먼저 맑게 피어나고, 이어 아카시아가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 베르가못을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
콜롬비아 우일라,COLOMBIA HUILA,"밀크초콜릿, 리치, 브라운 슈거",,워시드,,,,,2016년 4월,싱글오리진,101.0,"이 커피에서는 밀크초콜릿이 먼저 맑게 피어나고, 이어 리치가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 브라운 슈거를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
에티오피아 예가체프 온가 세데,ETHIOPIA YIRGACHEFFE ONGA SEDE,"크랜베리, 블루베리, 홍차",,내추럴,,,,,2016년 4월,싱글오리진,100.0,"이 커피에서는 크랜베리가 먼저 맑게 피어나고, 이어 블루베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 홍차를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
온두라스 엘 피뇨,HONDURAS EL PINO,"파인애플, 자두, 브라운 슈거",,워시드,,,,,2016년 5월,싱글오리진,103.0,"이 커피에서는 파인애플이 먼저 맑게 피어나고, 이어 자두가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 브라운 슈거를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
브라질 파젠다 라이냐,BRAZIL FAZENDA RAINHA,"피넛버터, 대추, 캐러멜",,워시드,,,,,2016년 5월,싱글오리진,102.0,"이 커피에서는 피넛버터가 먼저 맑게 피어나고, 이어 대추가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 캐러멜을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
볼리비아 코파카바나,BOLIVIA COPACABANA,"블루베리, 초콜릿, 브라운 슈거",,워시드,,,,,2016년 6월,싱글오리진,105.0,"이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 초콜릿이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 브라운 슈거를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
볼리비아 돈 카를로스,BOLIVIA DON CARLOS,"복숭아, 조청, 구운 보리",,워시드,,,,,2016년 6월,싱글오리진,104.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 조청이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 구운 보리를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
콜롬비아 페드레고사,COLOMBIA PEDREGOZA,"자두, 캐러멜, 사탕수수",,워시드,,,,,2016년 7월,싱글오리진,107.0,"이 커피에서는 자두가 먼저 맑게 피어나고, 이어 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 사탕수수를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 이디도,ETHIOPIA IDIDO,"청포도, 귤피, 청사과",,워시드,,,,,2016년 7월,싱글오리진,106.0,"이 커피에서는 청포도가 먼저 맑게 피어나고, 이어 귤피가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 청사과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
부룬디 가켄케,BURUNDI GAKENKE,"패션프룻, 캐러멜",,워시드,,,,,2016년 8월,싱글오리진,109.0,"이 커피에서는 패션프룻이 먼저 맑게 피어나고, 이어 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 레코,ETHIOPIA REKO,"자두, 오렌지",,워시드,,,,,2016년 8월,싱글오리진,108.0,"이 커피에서는 자두가 먼저 맑게 피어나고, 이어 오렌지가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
브라질 상 실베스트레,BRAZIL SAO SILVESTRE,"구운 땅콩, 스카치캔디",,내추럴,,,,,2016년 9월,싱글오리진,111.0,"이 커피에서는 구운 땅콩이 먼저 맑게 피어나고, 이어 스카치캔디가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 무란가 리아키베루,KENYA MURANGA RIAKIBERU,"리치, 백도",,워시드,,,,,2016년 9월,싱글오리진,110.0,"이 커피에서는 리치가 먼저 맑게 피어나고, 이어 백도가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
인도 아라쿠,INDIA ARAKU,"박하사탕, 로즈마리",,워시드,,,,,2016년 10월,싱글오리진,113.0,"이 커피에서는 박하사탕이 먼저 맑게 피어나고, 이어 로즈마리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
코스타리카 산 마르코스,COSTA RICA SAN MARCOS,"조청, 사과",,옐로우 허니,,,,,2016년 10월,싱글오리진,112.0,"이 커피에서는 조청이 먼저 맑게 피어나고, 이어 사과가 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
코스타리카 베르데 알토,COSTA RICA VERDE ALTO,"다크초콜릿, 아몬드",,허니,,,,,2016년 11월,싱글오리진,115.0,"이 커피에서는 다크초콜릿이 먼저 맑게 피어나고, 이어 아몬드가 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
코스타리카 몬티 코페이,COSTA RICA MONTY COPEY,"포도, 파인애플",,허니,,,,,2016년 11월,싱글오리진,114.0,"이 커피에서는 포도가 먼저 맑게 피어나고, 이어 파인애플이 부드럽게 겹쳐지며 첫인상을 형성합니다. 허니 프로세스가 단맛과 질감을 부드럽게 이어 주며 컵의 결을 매끈하게 다듬고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
니카라과 라 벤디시온,NICARAGUA LA BENDICION,"카카오닙스, 구운 보리",,워시드,,,,,2016년 12월,싱글오리진,117.0,"이 커피에서는 카카오닙스가 먼저 맑게 피어나고, 이어 구운 보리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
케냐 카간다,KENYA KAGANDA,"패션프룻, 캐러멜",,워시드,,,,,2016년 12월,싱글오리진,116.0,"이 커피에서는 패션프룻이 먼저 맑게 피어나고, 이어 캐러멜이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 모카 예가체프,ETHIOPIA MOCHA YIRGACHEFFE,"오렌지, 배즙, 시나몬",,워시드,,,,,2015년 1월,싱글오리진,64.0,"이 커피에서는 오렌지가 먼저 맑게 피어나고, 이어 배즙이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 시나몬을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 니에리 힐,KENYA NYERI HILL,"블루베리, 자두캔디, 에일맥주",,워시드,,,,,2015년 1월,싱글오리진,65.0,"이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 자두캔디가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 에일맥주를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
멕시코 핀카 라스 셀바,MEXICO FINCA LAS SELVA,"다크초콜릿, 군고구마, 레드와인",,워시드,,,,,2015년 1월,싱글오리진,66.0,"이 커피에서는 다크초콜릿이 먼저 맑게 피어나고, 이어 군고구마가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 레드와인을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
